FieldID,SoilMoisture,SoilTemperature,AirTemperature,Humidity,pH,WaterUsage,CropType,IrrigationSystemID,ReadingTimestamp,SolarRadiation,WindSpeed
1186,32.79640251,18.51395796,28.60833942,58.65572564,6.917501712,745.1557672,Wheat,156,2023-02-19 09:00:00,377.2234821,13.61820655
1187,36.0754351,29.4867322,43.13658037,63.64699337,6.571174602,824.9434412,Corn,470,2023-02-19 10:00:00,465.3436695,10.91595353
1188,13.54191775,26.92621002,38.94466167,53.71299998,6.619722368,496.1020845,Soybean,519,2023-02-19 11:00:00,417.8651732,9.422913299
1189,25.75523653,18.3869737,25.40825557,36.64294448,7.543422099,551.5085988,Wheat,322,2023-02-19 12:00:00,319.6014323,11.82742903
1190,72.63767568,41.84596935,53.96145377,62.91980835,6.419538292,1121.180861,Wheat,675,2023-02-19 13:00:00,605.9015195,7.247452256
1191,24.89152362,18.77095726,24.45318259,34.10461817,6.859661016,447.3874906,Corn,912,2023-02-19 14:00:00,277.5438748,6.867470834
1192,53.96557082,43.64266353,57.26838957,50.4970032,5.659449858,861.19728,Wheat,414,2023-02-19 15:00:00,665.9814416,11.27144793
1193,46.65776352,34.63895615,46.54864326,54.63081612,5.88510219,762.9760206,Other,286,2023-02-19 16:00:00,525.7126241,13.24696142
1194,20.02840562,20.54200142,28.99663574,41.23069043,7.701562669,431.6170958,Wheat,394,2023-02-19 17:00:00,305.850195,5.270016427
1195,72.52941126,48.24179631,60.42047725,67.7719182,6.194251806,1189.208922,Corn,587,2023-02-19 18:00:00,667.8800826,11.46344218
1196,14.67518436,17.4387563,27.79455836,51.89942295,6.220317609,530.3906994,Corn,466,2023-02-19 19:00:00,348.2309102,9.876929778
1197,23.79137821,23.01570585,34.12371809,23.14176803,5.188813404,429.5268636,Soybean,481,2023-02-19 20:00:00,352.2596907,7.810382211
1198,45.16848708,30.90949547,42.22108225,60.93702889,6.848747065,861.0804488,Other,361,2023-02-19 21:00:00,474.9820098,9.415794555
1199,23.68791737,22.29347196,36.85395527,43.70244896,5.694545556,634.0310518,Other,158,2023-02-19 22:00:00,402.3031539,10.83427468
1200,27.36671346,16.89838211,27.74963492,38.3218555,5.364654574,509.6274453,Wheat,515,2023-02-19 23:00:00,325.8646179,7.569757724
1201,10.87732678,13.44665604,21.81735262,39.6430153,6.427943682,431.0393182,Other,140,2023-02-20 00:00:00,284.0546115,9.045468923
1202,12.32283638,16.01154894,26.9174094,40.20865054,6.600689952,461.4134864,Corn,820,2023-02-20 01:00:00,318.2619626,8.11516199
1203,15.14646898,11.90951538,18.09504449,28.49628073,5.747780671,303.1074168,Soybean,201,2023-02-20 02:00:00,217.3632558,8.441358712
1204,61.93655678,37.2370989,47.04221598,33.68194718,5.417294435,797.5797582,Wheat,285,2023-02-20 03:00:00,533.684248,5.658479814
1205,71.69665705,45.16213998,58.27646786,52.98061271,7.466564766,1102.987183,Wheat,722,2023-02-20 04:00:00,638.2510721,8.489192888
1206,63.88890995,46.89664986,62.43656218,68.71220613,7.982249678,1081.487676,Other,544,2023-02-20 05:00:00,668.5459526,11.63859611
1207,24.90099793,22.00182312,32.59397888,40.04705533,7.580285459,604.2828906,Corn,953,2023-02-20 06:00:00,384.6967784,11.26150135
1208,56.3695089,39.32954889,54.56975445,86.98525569,5.394982437,1136.344107,Corn,513,2023-02-20 07:00:00,567.0622103,13.66378362
1209,76.35952055,52.55782296,69.94108646,76.01512738,6.66331434,1322.131317,Other,541,2023-02-20 08:00:00,756.8044805,14.08297382
1210,55.4323617,39.13424208,49.07183846,55.82396046,6.031621153,1005.04743,Corn,448,2023-02-20 09:00:00,512.72589,11.72604576
1211,23.74425082,18.91821378,28.11929252,41.37271124,7.250887945,598.6040228,Wheat,929,2023-02-20 10:00:00,319.5825832,7.832562499
1212,74.79690733,46.48942031,59.72298312,81.72678538,6.802062714,1271.986945,Wheat,540,2023-02-20 11:00:00,673.7277845,13.59811118
1213,24.57730602,19.18864334,24.91527798,28.47918179,7.386983435,556.4051225,Other,237,2023-02-20 12:00:00,248.0287563,13.11962838
1214,33.94776277,27.3470374,38.88549612,53.40297312,6.629223262,744.9448908,Soybean,692,2023-02-20 13:00:00,453.6506551,9.313299118
1215,23.59175001,18.95236246,24.4798133,39.70563422,5.057377358,494.4007955,Other,584,2023-02-20 14:00:00,341.2322976,10.18765808
1216,46.21812709,34.38973938,46.59481556,29.1452955,6.27965259,694.2363156,Wheat,392,2023-02-20 15:00:00,504.9164746,9.582606058
1217,31.74390812,26.92671601,35.30461799,49.4804983,6.225961315,693.3432098,Wheat,857,2023-02-20 16:00:00,407.5290155,7.553126753
1218,16.14980532,15.6966229,24.37778879,43.09488435,6.384636122,463.5396303,Wheat,399,2023-02-20 17:00:00,315.6472124,9.552617626
1219,38.16461332,26.24181317,36.84461489,54.56279685,5.809822908,662.7603422,Corn,383,2023-02-20 18:00:00,408.5682152,10.10191539
1220,51.75010653,37.86365337,48.13008812,55.73436505,5.792470677,837.7794981,Soybean,717,2023-02-20 19:00:00,510.1307352,11.83573594
1221,59.24641271,41.53799084,56.93246053,72.85770964,6.038743205,1018.074383,Wheat,956,2023-02-20 20:00:00,587.932081,12.07292804
1222,30.26411736,22.75473147,33.59310778,58.05328237,7.059402017,632.1426244,Wheat,250,2023-02-20 21:00:00,367.9593823,9.109463396
1223,37.36116049,27.93540078,38.28446765,51.57678914,5.272545766,685.2841139,Other,946,2023-02-20 22:00:00,442.9228097,11.62016122
1224,20.44244815,22.36586379,32.76494523,58.24892405,6.632329147,608.7288722,Wheat,586,2023-02-20 23:00:00,379.9986854,12.99664383
1225,62.25714837,40.77020853,54.11602018,72.44885255,5.635607723,1001.683677,Wheat,291,2023-02-21 00:00:00,586.3102391,14.39391193
1226,59.68310071,40.57544749,55.45648622,59.07174918,6.657634713,1052.887154,Other,183,2023-02-21 01:00:00,576.7584696,10.42772453
1227,56.33014164,40.28982776,54.06585592,57.95582045,6.206432239,953.7483283,Wheat,998,2023-02-21 02:00:00,622.2646364,9.355898606
1228,42.24216516,31.66991725,44.33760838,38.70152591,7.328693237,786.7158758,Soybean,869,2023-02-21 03:00:00,483.3689785,10.29800051
1229,78.9707496,45.9232046,60.5796295,67.6973087,6.39334458,1259.778545,Other,824,2023-02-21 04:00:00,624.4197684,8.034712677
1230,20.85119495,26.34567738,36.90112868,50.01291983,6.340034655,669.5767198,Soybean,352,2023-02-21 05:00:00,448.8530049,10.44733712
1231,22.87686162,23.64916206,35.82336369,40.69429398,7.424810873,439.2542131,Other,121,2023-02-21 06:00:00,382.4189697,10.29189025
1232,15.19373636,15.86680505,26.08176994,50.10741739,6.868027024,474.0693282,Other,273,2023-02-21 07:00:00,327.9294667,8.0985187
1233,31.89662781,29.65814985,45.38185738,66.72103062,7.923397915,773.8329932,Corn,794,2023-02-21 08:00:00,523.0752706,10.89778833
1234,67.83507148,47.49436185,61.72304641,59.78081732,7.208603528,1081.242129,Soybean,526,2023-02-21 09:00:00,687.1139411,13.17238857
1235,11.40172617,15.39489704,28.03061417,39.90069973,7.799493457,373.6499391,Other,237,2023-02-21 10:00:00,322.6028285,10.11686074
1236,33.88568911,39.18079987,55.70755034,72.09548114,7.75415561,747.5190601,Corn,182,2023-02-21 11:00:00,615.1593421,7.233437764
1237,33.99753049,20.89302001,29.46865379,52.13691144,7.246025843,634.5058089,Wheat,878,2023-02-21 12:00:00,321.0795011,9.317663135
1238,62.16834944,48.53969291,64.14460194,79.78570037,5.289317456,1182.784532,Other,171,2023-02-21 13:00:00,703.1978512,13.90951337
1239,47.68016523,37.98938147,53.77017216,59.40861361,6.545788086,933.4866165,Other,366,2023-02-21 14:00:00,600.7756008,7.492781444
1240,15.12419007,21.69378271,30.35881611,30.87771563,6.848151875,465.7073291,Soybean,446,2023-02-21 15:00:00,387.4089206,5.885605444
1241,46.01433826,34.89577406,49.3700437,72.70856941,7.625446149,979.5741968,Corn,860,2023-02-21 16:00:00,561.2120917,13.14759708
1242,76.18926875,44.43577473,56.66652421,64.95953439,6.269001188,1149.090602,Soybean,277,2023-02-21 17:00:00,612.7176891,13.87078024
1243,67.08894146,40.91975067,57.1031384,75.27531409,5.536105668,1191.242293,Wheat,139,2023-02-21 18:00:00,616.510838,9.086657266
1244,51.8023846,33.06934003,47.46071584,67.08126344,7.124555279,979.9305539,Soybean,333,2023-02-21 19:00:00,506.2171939,9.121458143
1245,73.50566456,39.54040742,52.91310787,56.63932989,5.31734144,1124.429961,Other,875,2023-02-21 20:00:00,550.6797667,11.10033886
1246,51.48575463,28.16573119,39.67868825,51.23962433,6.380146608,889.8146194,Corn,627,2023-02-21 21:00:00,436.4004573,10.32329105
1247,49.47391282,38.99550918,48.68602548,43.28749039,6.53747003,780.2820381,Corn,284,2023-02-21 22:00:00,555.072653,12.72351432
1248,76.26220426,55.10585676,73.68082165,75.65934156,7.474751846,1318.097162,Soybean,347,2023-02-21 23:00:00,772.9390158,11.8372081
1249,52.99231593,40.86379219,56.00785725,58.89420474,7.173486586,855.3161148,Corn,244,2023-02-22 00:00:00,623.8503113,10.70058074
1250,33.97206969,24.47146784,34.28719528,42.76557997,7.709468371,716.8247202,Wheat,382,2023-02-22 01:00:00,349.5312339,12.20586092
1251,45.25824905,36.84283318,48.40823608,61.866416,6.422176334,857.8143328,Wheat,541,2023-02-22 02:00:00,523.1921956,9.646736046
1252,63.14877378,42.80759612,54.10840617,78.60722485,5.944565412,1054.03598,Soybean,694,2023-02-22 03:00:00,605.0785362,14.40794004
1253,28.48604436,26.19469735,35.38208334,48.73149248,5.513319682,715.4238687,Wheat,903,2023-02-22 04:00:00,391.0293431,12.29881492
1254,21.9628321,14.46109622,23.11010211,52.04179615,6.313947888,618.6995666,Other,802,2023-02-22 05:00:00,258.7304582,9.548563457
1255,77.05384407,51.99711588,66.31210575,64.80600214,7.613282742,1122.082181,Wheat,371,2023-02-22 06:00:00,701.0750594,11.22837222
1256,63.78238508,38.09509802,54.50843948,67.76946981,7.865986384,1037.791706,Soybean,751,2023-02-22 07:00:00,592.5659565,9.059870416
1257,70.05955141,38.9153067,54.20731798,60.74776942,6.069599133,1163.133629,Wheat,626,2023-02-22 08:00:00,572.6414968,11.56361526
1258,19.12342345,30.42432675,42.468817,58.16644822,6.840832959,504.9514193,Soybean,502,2023-02-22 09:00:00,451.5616198,10.69891486
1259,17.69679916,15.79484445,27.79819136,29.71556572,7.766698167,408.1815464,Wheat,404,2023-02-22 10:00:00,315.4039454,8.919446309
1260,15.95196063,15.81411118,25.01001884,25.78672909,7.13184862,390.8011875,Other,370,2023-02-22 11:00:00,268.5957452,6.02648594
1261,44.96305072,35.360798,47.54788549,58.51136315,6.996438989,894.743697,Corn,813,2023-02-22 12:00:00,562.6471913,7.227843284
1262,49.17259146,25.28189405,34.96999105,68.24970689,6.158617841,980.5613709,Other,124,2023-02-22 13:00:00,405.548808,13.84446353
1263,54.32238128,43.99953281,53.72676174,51.23984773,7.95461516,829.118217,Other,271,2023-02-22 14:00:00,588.1762987,9.966799805
1264,47.78632605,30.45006903,41.00865315,73.82115406,7.643600237,941.7885795,Corn,459,2023-02-22 15:00:00,460.9084456,14.86421649
1265,68.02612866,39.6544456,50.67015206,50.47572383,5.588999071,1112.727489,Wheat,616,2023-02-22 16:00:00,564.1979807,12.25410272
1266,41.8844938,42.77101353,56.40882201,68.88325242,6.582325711,863.443727,Corn,148,2023-02-22 17:00:00,590.3848417,15.49056503
1267,47.5868927,42.8522898,58.05119909,80.90971316,6.046030055,1027.22269,Wheat,685,2023-02-22 18:00:00,609.9661857,11.18932092
1268,21.54187098,19.5645961,27.52160906,37.15764616,5.606348664,597.0545162,Soybean,991,2023-02-22 19:00:00,295.7932775,7.156501095
1269,61.49581727,29.43630256,41.97327659,67.81319161,7.126054405,978.737965,Wheat,983,2023-02-22 20:00:00,465.4093432,16.11668716
1270,28.18707552,11.26293671,18.85044184,27.43742496,6.882647727,547.5266397,Wheat,731,2023-02-22 21:00:00,226.9026162,5.456187541
1271,73.55161777,41.00270367,49.27459995,72.11589659,6.581706427,1194.182948,Wheat,748,2023-02-22 22:00:00,553.2635567,11.69735319
1272,21.32195045,25.46204571,35.83090794,48.93586948,7.060493704,670.7412482,Corn,718,2023-02-22 23:00:00,416.1012489,12.76609129
1273,63.0501866,38.9007255,48.13397377,65.08848782,6.394371783,1048.121723,Corn,390,2023-02-23 00:00:00,526.3194879,12.41054466
1274,17.43606719,16.43954059,29.21617676,40.59829206,5.941273268,496.2050984,Wheat,105,2023-02-23 01:00:00,357.150334,9.772678092
1275,31.17987679,25.3793332,35.94296506,52.68190457,6.880329086,671.3762214,Soybean,697,2023-02-23 02:00:00,418.3625185,13.70358676
1276,54.55052975,39.18507884,54.4479918,53.15067363,5.798610648,945.6412087,Other,375,2023-02-23 03:00:00,589.8924911,12.3647956
1277,40.33031314,29.28818967,40.87492451,52.19947739,5.007026641,662.0637543,Soybean,377,2023-02-23 04:00:00,460.1395657,12.55083836
1278,34.80171905,29.60043377,40.76029172,60.75920695,5.915312004,767.424876,Soybean,611,2023-02-23 05:00:00,465.281339,10.23687861
1279,26.02619587,26.28186749,37.8750252,56.59053138,7.858585151,678.4253686,Wheat,763,2023-02-23 06:00:00,411.0055967,11.95155446
1280,54.27822102,36.86956941,51.49711512,50.27826556,7.690988976,900.6703263,Wheat,493,2023-02-23 07:00:00,555.8956919,6.890224927
1281,30.10202653,19.46084292,27.27654462,41.42175485,6.553944293,716.3391061,Corn,264,2023-02-23 08:00:00,332.0862365,6.270578616
1282,52.7776253,40.09994688,53.11350534,46.98823014,5.310346168,896.367511,Corn,601,2023-02-23 09:00:00,592.4755117,8.281521909
1283,50.78591568,27.72015838,38.06644591,60.3650426,5.902494545,983.0488956,Soybean,533,2023-02-23 10:00:00,447.5725534,10.4197476
1284,61.31435277,42.84905752,53.2841076,65.8873663,6.092561862,1034.821369,Soybean,715,2023-02-23 11:00:00,603.1842494,9.033468243
1285,10.27465791,22.40408229,35.87051486,27.52736637,5.885709074,381.4792291,Soybean,404,2023-02-23 12:00:00,419.6246814,3.866591954
1286,69.50245996,47.43947403,61.12223878,87.93909557,6.191147653,1299.882027,Wheat,245,2023-02-23 13:00:00,656.0040197,14.38175693
1287,61.81850485,47.97238844,62.10995872,70.35346618,5.21637242,1166.949745,Corn,428,2023-02-23 14:00:00,629.9219281,13.55098949
1288,13.8663495,17.7470133,28.37249603,45.6516819,5.847287616,435.2751714,Wheat,670,2023-02-23 15:00:00,347.5254489,7.557444925
1289,23.33194378,19.56281446,26.80898557,36.94106806,7.237600284,568.0129666,Soybean,881,2023-02-23 16:00:00,317.9626735,13.17022527
1290,15.69368396,15.23779262,23.39309207,45.50823666,5.802468091,494.1977351,Other,676,2023-02-23 17:00:00,253.8123065,10.51746878
1291,54.91821453,36.68760766,48.05101933,53.30579438,7.655104973,927.8229133,Wheat,738,2023-02-23 18:00:00,518.287485,10.65753191
1292,19.3687688,18.32816635,24.65706374,58.44377996,7.279148165,472.308716,Soybean,179,2023-02-23 19:00:00,299.6454671,10.65829931
1293,36.52204063,27.57979733,38.46576003,37.26455259,6.420582869,701.9425812,Other,996,2023-02-23 20:00:00,469.714713,7.910922345
1294,62.70331815,46.43621245,58.4896739,74.6094208,7.770178529,1138.27889,Wheat,291,2023-02-23 21:00:00,646.778254,16.55869031
1295,44.62118654,37.99742993,53.66302179,66.27203148,7.501351288,877.3587182,Wheat,911,2023-02-23 22:00:00,561.1349321,15.16603293
1296,16.62244215,16.40118077,23.35846467,33.77324563,6.542669643,479.0091784,Soybean,713,2023-02-23 23:00:00,298.0207126,10.47130045
1297,57.68877564,32.29159354,41.48865559,55.1265579,6.123273267,973.4495665,Wheat,246,2023-02-24 00:00:00,446.8259534,8.622217358
1298,57.29620136,42.18709938,59.14349857,75.75221016,6.372885362,1060.399631,Corn,863,2023-02-24 01:00:00,649.573348,10.99764119
1299,53.15676905,39.23950836,48.31113519,69.14627937,6.047401992,989.1465316,Corn,910,2023-02-24 02:00:00,513.7983862,12.90551715
1300,65.82026438,42.37570807,51.53095559,46.8771478,7.772210632,1026.290267,Other,295,2023-02-24 03:00:00,548.4706845,9.321665584
1301,58.72447782,41.93876313,55.23372976,54.17004629,7.401196968,942.0286816,Soybean,609,2023-02-24 04:00:00,624.1734032,12.9233751
1302,15.02524952,10.38785982,19.5766975,29.96067064,6.554732864,361.8327451,Soybean,905,2023-02-24 05:00:00,259.9883633,11.58499526
1303,42.74492208,32.10387136,46.48633884,76.09840773,5.94415374,870.1562086,Soybean,509,2023-02-24 06:00:00,505.9892507,13.94027175
1304,24.3534711,14.92695496,23.09532676,46.5646633,7.893885871,610.8049164,Soybean,633,2023-02-24 07:00:00,277.1473295,8.589045393
1305,15.50818922,21.71760038,33.24625732,61.2993486,5.530877164,510.7846096,Wheat,648,2023-02-24 08:00:00,366.1712466,12.7372083
1306,68.08843804,38.79119817,51.83528311,79.53143013,7.662502702,1187.811602,Corn,525,2023-02-24 09:00:00,616.7929643,13.66658131
1307,78.19727716,46.6206439,55.63533426,61.02697132,6.271782799,1162.293971,Corn,200,2023-02-24 10:00:00,602.7837567,8.815921941
1308,43.00004129,34.81450932,49.28296064,44.70857123,5.924853792,770.7634429,Other,597,2023-02-24 11:00:00,547.0763031,12.49723686
1309,29.39804165,23.64240867,33.84753393,23.62360196,7.094813864,555.6055282,Wheat,616,2023-02-24 12:00:00,340.6962882,5.535733309
1310,58.85915282,34.79580511,49.71008739,50.22049295,7.603995854,947.8600772,Other,767,2023-02-24 13:00:00,567.1658121,11.64994729
1311,36.10405349,32.58194452,44.53533501,42.72471372,5.213493885,643.0714386,Corn,226,2023-02-24 14:00:00,459.9112057,5.806649291
1312,39.32654122,33.78149474,43.75643356,62.39982175,7.048297515,797.4648229,Soybean,858,2023-02-24 15:00:00,484.7493448,9.571160608
1313,14.684837,15.06268804,22.06585695,40.72376313,7.203609182,494.2422225,Soybean,528,2023-02-24 16:00:00,258.3602896,7.922050588
1314,16.21436483,18.75966634,28.68830963,22.38806903,7.15258487,370.0935422,Corn,926,2023-02-24 17:00:00,352.0618564,5.810779521
1315,77.51640115,50.89850895,65.98478687,78.31714685,7.358192203,1274.132716,Soybean,897,2023-02-24 18:00:00,719.671603,13.68245038
1316,72.24426827,46.77924327,61.9664545,55.41698999,7.554952598,1105.18682,Corn,956,2023-02-24 19:00:00,690.9720999,10.06361531
1317,22.74814446,12.42739028,19.93998855,33.66873226,5.251622785,441.5018065,Corn,987,2023-02-24 20:00:00,236.8371233,12.73007913
1318,16.28791082,20.17134598,29.43590349,59.10915407,6.675000885,613.4573196,Corn,515,2023-02-24 21:00:00,315.2330861,8.905068875
1319,68.4802304,46.8315473,63.74216532,69.99527494,6.915453994,1217.624382,Soybean,756,2023-02-24 22:00:00,712.6412113,12.96315774
1320,34.18733879,32.23516483,45.54403505,70.07291739,5.973237282,807.3393114,Other,763,2023-02-24 23:00:00,510.591257,11.51037061
1321,67.23708917,46.07415693,60.99535067,69.10782702,6.549970064,1174.629915,Wheat,502,2023-02-25 00:00:00,664.4344281,13.39527736
1322,70.82222101,52.44539232,67.16506935,79.89351492,6.624774408,1208.979405,Soybean,523,2023-02-25 01:00:00,695.5152079,10.08643344
1323,67.78913658,48.85230388,64.75353321,65.70918012,6.400858938,1130.498821,Other,636,2023-02-25 02:00:00,684.7410139,10.80240134
1324,62.53211462,41.47574906,54.40604729,55.55868372,5.550018147,960.7268113,Other,351,2023-02-25 03:00:00,567.5834522,13.00491256
1325,16.11211408,22.91699781,33.92909292,43.23694932,6.93051927,407.0623028,Other,568,2023-02-25 04:00:00,392.9012237,7.5573062
1326,27.31848071,17.87507937,25.42522375,38.45004332,6.262857928,562.7479369,Corn,135,2023-02-25 05:00:00,296.6878905,11.45191204
1327,12.74845953,15.24779079,23.27970722,21.69744916,7.045442152,403.4716871,Soybean,545,2023-02-25 06:00:00,272.1206135,8.271790965
1328,55.07486901,37.37435575,51.63017924,54.88385435,6.028702331,927.7701757,Wheat,751,2023-02-25 07:00:00,564.5083255,10.81461148
1329,51.0803365,36.29012335,47.89420152,55.40393026,7.200127202,846.4716028,Soybean,605,2023-02-25 08:00:00,551.2736603,10.61052661
1330,62.01640383,49.42943304,68.4543065,73.94118042,7.588335526,1016.705641,Corn,400,2023-02-25 09:00:00,723.5577635,11.93938657
1331,16.66212342,14.82447391,23.07371362,37.72319367,6.465834108,483.4152311,Corn,460,2023-02-25 10:00:00,282.2790167,5.039940348
1332,41.3228145,29.68994818,36.72639591,46.92210153,5.773930989,618.1315677,Soybean,620,2023-02-25 11:00:00,404.3834475,7.5481217
1333,33.87937314,31.85440534,42.14719316,54.22891122,5.746910182,766.9063201,Corn,704,2023-02-25 12:00:00,487.4539535,10.24442658
1334,12.08566246,18.04853888,25.71721417,45.22560456,6.555887877,476.4444434,Other,264,2023-02-25 13:00:00,320.6470271,9.809835154
1335,20.45561744,24.54705859,32.77634769,36.11442043,7.911112927,464.3487477,Soybean,844,2023-02-25 14:00:00,360.2780804,7.926490229
1336,52.21340838,29.32088577,41.08485738,47.9598114,7.213060563,878.913019,Wheat,534,2023-02-25 15:00:00,500.4198639,7.782138216
1337,71.3656654,48.17573371,66.66962348,85.06452929,7.634100523,1231.497198,Other,193,2023-02-25 16:00:00,714.7685149,11.72097128
1338,61.64749953,40.49907144,55.75416143,72.05958315,6.625908485,1012.839846,Soybean,104,2023-02-25 17:00:00,590.5747811,12.66005406
1339,39.30814911,27.14482815,36.39386227,65.91118002,5.169311507,832.1290641,Corn,958,2023-02-25 18:00:00,418.0130043,8.287819933
1340,33.22169184,23.6564745,33.41787463,40.7740292,6.061524787,630.5051753,Wheat,136,2023-02-25 19:00:00,366.7886921,10.17745024
1341,55.53702488,43.2766772,53.32418236,56.53032986,5.659724908,915.6564642,Other,674,2023-02-25 20:00:00,603.5752043,10.42701655
1342,75.62784387,53.92657436,70.35445424,83.58695672,6.523597902,1244.130119,Wheat,873,2023-02-25 21:00:00,736.3279241,16.45872287
1343,32.30289961,17.31075132,22.52136651,48.38527304,5.778008989,564.2448073,Soybean,409,2023-02-25 22:00:00,262.6412867,9.017444465
1344,14.45876638,21.8817985,32.23377868,52.72611221,7.975417434,480.5174698,Corn,962,2023-02-25 23:00:00,431.8010326,13.72485834
1345,12.43935982,14.35487268,22.56042716,25.64861016,7.049323931,347.0621183,Corn,554,2023-02-26 00:00:00,264.6924,9.028872101
1346,77.42104747,43.37321866,61.25300436,75.63132926,5.735800167,1315.594258,Soybean,676,2023-02-26 01:00:00,685.7581742,13.93991265
1347,18.27977664,25.46140011,36.4137178,46.0352266,5.253749768,485.7144522,Corn,756,2023-02-26 02:00:00,390.4646312,9.274471615
1348,55.18217908,41.96030804,55.30839061,62.71705099,5.299957423,921.784772,Other,150,2023-02-26 03:00:00,604.9581459,14.25196173
1349,23.34680019,27.57601499,39.61473466,62.09077332,7.109205707,684.7332244,Wheat,469,2023-02-26 04:00:00,430.9047782,10.64218668
1350,61.45332439,39.22672509,52.47727035,65.07953553,6.011668121,976.1495026,Other,610,2023-02-26 05:00:00,553.9116941,15.95750301
1351,16.78586579,13.43872208,21.73903305,27.59293522,5.861845447,384.1518247,Soybean,552,2023-02-26 06:00:00,289.0620905,6.665171679
1352,27.21489683,18.05427624,24.49119687,31.16792002,5.89002614,518.6269313,Wheat,772,2023-02-26 07:00:00,306.3488769,5.505845312
1353,75.12475049,51.02679944,64.43626698,62.1817155,6.374261574,1131.890511,Corn,496,2023-02-26 08:00:00,739.0128136,9.660693194
1354,38.88828462,26.24905026,36.74291943,47.2870068,7.658471794,742.4957985,Other,546,2023-02-26 09:00:00,417.6868009,6.370828142
1355,59.63805874,42.22870419,55.54606443,53.22274014,6.12944548,980.486703,Corn,508,2023-02-26 10:00:00,596.2856206,8.941005509
1356,65.16845821,40.19196066,56.41528326,69.40782693,6.405021813,1138.120363,Other,879,2023-02-26 11:00:00,646.6835493,10.13080465
1357,68.5520461,42.00845217,57.76422531,70.60950813,6.066125665,1092.914137,Soybean,904,2023-02-26 12:00:00,642.204701,10.27742269
1358,30.56109671,26.67509984,39.47614226,29.58959058,7.606696644,516.8323166,Wheat,834,2023-02-26 13:00:00,452.1019273,8.923354762
1359,33.49725106,31.75865887,44.43318344,61.28740401,5.951874159,877.6068934,Other,937,2023-02-26 14:00:00,506.9059636,8.682900217
1360,56.62741439,37.22886161,47.0374679,55.27671963,6.160223287,925.0840326,Soybean,769,2023-02-26 15:00:00,552.8717519,12.77113925
1361,42.87991124,28.27601826,38.40827098,50.06767655,7.463210658,867.1375986,Other,443,2023-02-26 16:00:00,427.8990459,12.84748391
1362,72.51891589,55.96346127,73.14015477,81.41771782,7.883128403,1320.267017,Wheat,376,2023-02-26 17:00:00,751.8972895,12.96243979
1363,57.85433422,28.53811808,42.03623082,67.63853287,5.278587432,943.6506642,Corn,506,2023-02-26 18:00:00,490.2457973,9.964061759
1364,40.88997836,32.24678979,40.23439907,53.89119536,7.333585932,735.5409305,Other,259,2023-02-26 19:00:00,408.4881665,13.65269219
1365,74.18398388,47.96854079,62.67407382,72.06995359,7.501184621,1245.209291,Corn,481,2023-02-26 20:00:00,671.3482878,8.553534104
1366,16.64834683,19.69517928,28.68191583,34.36339364,7.92519145,406.7671397,Other,184,2023-02-26 21:00:00,349.2816166,5.55502011
1367,77.49172283,49.71940988,64.95966136,66.47046116,6.326181042,1223.042873,Wheat,168,2023-02-26 22:00:00,696.2252471,14.25475827
1368,62.97097517,38.51310177,45.87854077,37.4939218,5.625449607,902.6918251,Corn,757,2023-02-26 23:00:00,524.1329468,9.515103026
1369,17.05739338,25.0450884,35.06599551,55.41337991,7.745340459,631.2890697,Corn,248,2023-02-27 00:00:00,413.6975391,11.81933131
1370,40.40934661,27.56270033,40.65777665,57.07207501,7.717890804,842.9284617,Wheat,458,2023-02-27 01:00:00,452.1393602,10.92466823
1371,17.7510586,27.20099607,38.63402604,55.84119201,7.393640184,578.5857477,Soybean,541,2023-02-27 02:00:00,411.8218513,10.94384134
1372,12.78262871,20.84945285,29.85230786,43.36867214,6.615090077,440.3558778,Wheat,305,2023-02-27 03:00:00,348.0437293,9.549825402
1373,38.26928535,37.0360616,49.77677033,56.7087852,5.08992466,862.348888,Wheat,451,2023-02-27 04:00:00,549.9659917,9.396711016
1374,60.63126303,47.4669369,62.72344631,53.73745342,5.241298373,900.4663776,Wheat,978,2023-02-27 05:00:00,671.4681635,8.830178601
1375,77.88926447,49.73077185,65.2779363,61.20679535,7.246272539,1222.681463,Corn,731,2023-02-27 06:00:00,738.3726707,10.89924038
1376,52.66661976,27.74271276,39.77589856,60.08459618,5.372204008,967.1648558,Wheat,635,2023-02-27 07:00:00,433.6292772,10.32577257
1377,22.76105767,19.84460802,27.5276517,38.7770744,7.063702897,488.925732,Soybean,463,2023-02-27 08:00:00,341.7426701,8.347705584
1378,11.32133333,26.16524826,38.01051545,40.34467094,5.271848666,409.1827883,Soybean,975,2023-02-27 09:00:00,439.4594633,8.552524766
1379,52.82242476,29.7833964,43.18525468,45.93082169,6.891742521,807.7319767,Other,237,2023-02-27 10:00:00,482.9712626,11.54849282
1380,43.52812594,25.0773424,34.98300775,33.60534433,5.774916876,635.3371319,Soybean,604,2023-02-27 11:00:00,393.2658851,8.297500171
1381,26.45595398,29.29684129,39.27615903,53.72787403,5.346065919,640.4770543,Corn,856,2023-02-27 12:00:00,421.2513162,13.94460562
1382,55.96365183,30.18711614,39.8470325,45.55144442,5.602193335,903.8078876,Soybean,977,2023-02-27 13:00:00,434.847823,11.39155654
1383,53.25287732,38.46170037,50.69453226,68.07145951,7.377009342,1017.663985,Corn,153,2023-02-27 14:00:00,562.6197187,14.13384418
